Row,Expected,Predicted,Match
5530,household-services,therapeutic,False
5531,video-games,appliances,False
5532,cell-phones,cell-phones,True
5533,artists,artists,True
5534,shared,shared,True
5535,shared,wanted-housing,False
5536,housing,temporary,False
5537,therapeutic,therapeutic,True
5538,photography,cell-phones,False
5539,therapeutic,therapeutic,True
5540,photography,photography,True
5541,automotive,automotive,True
5542,video-games,appliances,False
5543,temporary,temporary,True
5544,therapeutic,therapeutic,True
5545,therapeutic,therapeutic,True
5546,shared,shared,True
5547,childcare,shared,False
5548,cell-phones,cell-phones,True
5549,household-services,shared,False
5550,household-services,shared,False
5551,automotive,automotive,True
5552,general,general,True
5553,shared,shared,True
5554,cell-phones,cell-phones,True
5555,photography,photography,True
5556,household-services,household-services,True
5557,therapeutic,therapeutic,True
5558,real-estate,real-estate,True
5559,cell-phones,cell-phones,True
5560,temporary,shared,False
5561,cell-phones,appliances,False
5562,household-services,therapeutic,False
5563,wanted-housing,wanted-housing,True
5564,childcare,childcare,True
5565,activities,shared,False
5566,temporary,shared,False
5567,video-games,video-games,True
5568,therapeutic,shared,False
5569,shared,shared,True
5570,therapeutic,therapeutic,True
5571,therapeutic,therapeutic,True
5572,household-services,household-services,True
5573,therapeutic,shared,False
5574,photography,photography,True
5575,cell-phones,cell-phones,True
5576,therapeutic,real-estate,False
5577,video-games,video-games,True
5578,video-games,video-games,True
5579,therapeutic,therapeutic,True
5580,childcare,childcare,True
5581,therapeutic,therapeutic,True
5582,video-games,video-games,True
5583,artists,general,False
5584,shared,shared,True
5585,therapeutic,therapeutic,True
5586,wanted-housing,wanted-housing,True
5587,childcare,wanted-housing,False
5588,shared,shared,True
5589,video-games,video-games,True
5590,therapeutic,therapeutic,True
5591,video-games,video-games,True
5592,real-estate,real-estate,True
5593,general,general,True
5594,wanted-housing,wanted-housing,True
5595,household-services,household-services,True
5596,cell-phones,cell-phones,True
5597,temporary,temporary,True
5598,household-services,household-services,True
5599,cell-phones,cell-phones,True
5600,temporary,temporary,True
5601,household-services,household-services,True
5602,therapeutic,therapeutic,True
5603,photography,appliances,False
5604,household-services,household-services,True
5605,general,general,True
5606,childcare,childcare,True
5607,video-games,video-games,True
5608,cell-phones,appliances,False
5609,shared,shared,True
5610,automotive,automotive,True
5611,appliances,appliances,True
5612,automotive,real-estate,False
5613,household-services,household-services,True
5614,photography,photography,True
5615,household-services,household-services,True
5616,therapeutic,therapeutic,True
5617,photography,photography,True
5618,temporary,temporary,True
5619,household-services,automotive,False
5620,temporary,shared,False
5621,temporary,temporary,True
5622,shared,shared,True
5623,temporary,shared,False
5624,therapeutic,therapeutic,True
5625,shared,shared,True
5626,automotive,automotive,True
5627,temporary,shared,False
5628,wanted-housing,wanted-housing,True
5629,automotive,shared,False
5630,household-services,household-services,True
5631,appliances,appliances,True
5632,therapeutic,therapeutic,True
5633,real-estate,automotive,False
5634,temporary,shared,False
5635,wanted-housing,temporary,False
5636,therapeutic,therapeutic,True
5637,appliances,appliances,True
5638,wanted-housing,temporary,False
5639,real-estate,therapeutic,False
5640,household-services,household-services,True
5641,photography,photography,True
5642,shared,shared,True
5643,shared,shared,True
5644,shared,shared,True
5645,appliances,appliances,True
5646,therapeutic,therapeutic,True
5647,shared,shared,True
5648,appliances,appliances,True
5649,appliances,appliances,True
5650,video-games,appliances,False
5651,temporary,temporary,True
5652,temporary,shared,False
5653,general,general,True
5654,household-services,household-services,True
5655,therapeutic,therapeutic,True
5656,temporary,shared,False
5657,appliances,appliances,True
5658,wanted-housing,wanted-housing,True
5659,therapeutic,therapeutic,True
5660,photography,photography,True
5661,activities,general,False
5662,therapeutic,therapeutic,True
5663,photography,appliances,False
5664,artists,artists,True
5665,therapeutic,therapeutic,True
5666,real-estate,real-estate,True
5667,temporary,temporary,True
5668,video-games,video-games,True
5669,temporary,shared,False
5670,temporary,temporary,True
5671,shared,shared,True
5672,temporary,temporary,True
5673,temporary,shared,False
5674,temporary,shared,False
5675,video-games,video-games,True
5676,wanted-housing,wanted-housing,True
5677,appliances,appliances,True
5678,automotive,automotive,True
5679,temporary,shared,False
5680,shared,temporary,False
5681,cell-phones,cell-phones,True
5682,shared,shared,True
5683,wanted-housing,shared,False
5684,wanted-housing,wanted-housing,True
5685,cell-phones,appliances,False
5686,shared,shared,True
5687,photography,appliances,False
5688,appliances,appliances,True
5689,photography,photography,True
5690,automotive,automotive,True
5691,video-games,appliances,False
5692,shared,temporary,False
5693,real-estate,real-estate,True
5694,cell-phones,cell-phones,True
5695,photography,photography,True
5696,photography,photography,True
5697,wanted-housing,wanted-housing,True
5698,automotive,automotive,True
5699,household-services,household-services,True
5700,shared,shared,True
5701,childcare,childcare,True
5702,general,general,True
5703,cell-phones,cell-phones,True
5704,childcare,childcare,True
5705,wanted-housing,shared,False
5706,appliances,appliances,True
5707,therapeutic,therapeutic,True
5708,automotive,automotive,True
5709,therapeutic,therapeutic,True
5710,temporary,shared,False
5711,wanted-housing,wanted-housing,True
5712,appliances,appliances,True
5713,cell-phones,cell-phones,True
5714,appliances,appliances,True
5715,cell-phones,appliances,False
5716,shared,shared,True
5717,appliances,appliances,True
5718,cell-phones,cell-phones,True
5719,photography,photography,True
5720,automotive,shared,False
5721,household-services,household-services,True
5722,therapeutic,therapeutic,True
5723,appliances,appliances,True
5724,housing,shared,False
5725,automotive,automotive,True
5726,artists,artists,True
5727,cell-phones,appliances,False
5728,childcare,childcare,True
5729,real-estate,real-estate,True
5730,activities,activities,True
5731,shared,shared,True
5732,household-services,therapeutic,False
5733,video-games,video-games,True
5734,therapeutic,shared,False
5735,automotive,therapeutic,False
5736,childcare,childcare,True
5737,wanted-housing,shared,False
5738,real-estate,housing,False
5739,therapeutic,therapeutic,True
5740,therapeutic,therapeutic,True
5741,real-estate,wanted-housing,False
5742,photography,photography,True
5743,household-services,household-services,True
5744,photography,photography,True
5745,therapeutic,therapeutic,True
5746,general,general,True
5747,automotive,automotive,True
5748,therapeutic,housing,False
5749,childcare,childcare,True
5750,therapeutic,therapeutic,True
5751,automotive,automotive,True
5752,therapeutic,therapeutic,True
5753,housing,shared,False
5754,childcare,childcare,True
5755,automotive,automotive,True
5756,therapeutic,therapeutic,True
5757,household-services,household-services,True
5758,therapeutic,therapeutic,True
5759,real-estate,real-estate,True
5760,wanted-housing,wanted-housing,True
5761,therapeutic,therapeutic,True
5762,activities,childcare,False
5763,wanted-housing,wanted-housing,True
5764,cell-phones,cell-phones,True
5765,cell-phones,cell-phones,True
5766,photography,photography,True
5767,therapeutic,therapeutic,True
5768,automotive,automotive,True
5769,real-estate,shared,False
5770,appliances,appliances,True
5771,activities,activities,True
5772,household-services,household-services,True
5773,wanted-housing,wanted-housing,True
5774,general,shared,False
5775,therapeutic,therapeutic,True
5776,video-games,appliances,False
5777,household-services,household-services,True
5778,household-services,household-services,True
5779,real-estate,real-estate,True
5780,wanted-housing,wanted-housing,True
5781,household-services,household-services,True
5782,wanted-housing,shared,False
5783,general,childcare,False
5784,cell-phones,cell-phones,True
5785,housing,real-estate,False
5786,automotive,automotive,True
5787,therapeutic,therapeutic,True
5788,cell-phones,cell-phones,True
5789,household-services,real-estate,False
5790,general,childcare,False
5791,automotive,real-estate,False
5792,therapeutic,therapeutic,True
5793,wanted-housing,temporary,False
5794,general,shared,False
5795,shared,shared,True
5796,childcare,childcare,True
5797,real-estate,real-estate,True
5798,shared,shared,True
5799,automotive,automotive,True
5800,photography,photography,True
5801,real-estate,real-estate,True
5802,wanted-housing,wanted-housing,True
5803,shared,shared,True
5804,therapeutic,therapeutic,True
5805,automotive,automotive,True
5806,temporary,shared,False
5807,therapeutic,therapeutic,True
5808,artists,artists,True
5809,automotive,automotive,True
5810,general,general,True
5811,automotive,automotive,True
5812,video-games,video-games,True
5813,automotive,automotive,True
5814,automotive,automotive,True
5815,general,general,True
5816,wanted-housing,wanted-housing,True
5817,wanted-housing,wanted-housing,True
5818,childcare,childcare,True
5819,childcare,childcare,True
5820,appliances,appliances,True
5821,housing,housing,True
5822,appliances,appliances,True
5823,photography,appliances,False
5824,therapeutic,therapeutic,True
5825,general,childcare,False
5826,temporary,temporary,True
5827,video-games,appliances,False
5828,shared,shared,True
5829,shared,temporary,False
5830,therapeutic,therapeutic,True
5831,cell-phones,cell-phones,True
5832,temporary,shared,False
5833,general,general,True
5834,shared,shared,True
5835,wanted-housing,wanted-housing,True
5836,therapeutic,therapeutic,True
5837,temporary,temporary,True
5838,real-estate,real-estate,True
5839,photography,photography,True
5840,household-services,household-services,True
5841,activities,activities,True
5842,shared,shared,True
5843,therapeutic,therapeutic,True
5844,video-games,video-games,True
5845,real-estate,automotive,False
5846,household-services,household-services,True
5847,cell-phones,cell-phones,True
5848,cell-phones,cell-phones,True
5849,wanted-housing,wanted-housing,True
5850,therapeutic,therapeutic,True
5851,cell-phones,cell-phones,True
5852,video-games,video-games,True
5853,automotive,real-estate,False
5854,photography,cell-phones,False
5855,cell-phones,cell-phones,True
5856,household-services,real-estate,False
5857,wanted-housing,shared,False
5858,video-games,video-games,True
5859,therapeutic,therapeutic,True
5860,automotive,automotive,True
5861,childcare,childcare,True
5862,household-services,household-services,True
5863,shared,shared,True
5864,video-games,video-games,True
5865,therapeutic,therapeutic,True
5866,childcare,childcare,True
5867,general,shared,False
5868,wanted-housing,wanted-housing,True
5869,shared,shared,True
5870,childcare,general,False
5871,appliances,appliances,True
5872,shared,shared,True
5873,artists,artists,True
5874,general,general,True
5875,cell-phones,cell-phones,True
5876,household-services,shared,False
5877,therapeutic,therapeutic,True
5878,shared,temporary,False
5879,therapeutic,therapeutic,True
5880,shared,shared,True
5881,household-services,real-estate,False
5882,shared,shared,True
5883,artists,general,False
5884,childcare,childcare,True
5885,temporary,temporary,True
5886,household-services,household-services,True
5887,childcare,childcare,True
